run,ln_yyx_sec,loss_yyx,run_duration_sec
1,40.05152248618416,-1.8911840457727414,89.25357174873352
2,40.093393320484395,-1.920149336711015,48.41670107841492
3,40.385267720473216,-1.9409791549833695,44.28939723968506
4,41.46667038813257,-2.0582329476233756,43.032896995544434
5,40.613142641510244,-1.961354351987933,51.76744627952576
6,39.97187330578761,-1.931157359510365,44.29755401611328
7,42.19381891265298,-2.0964545825920484,46.76362085342407
8,39.91646373719403,-1.912277372756807,34.54540657997131
9,41.67723936148497,-2.041550619295328,33.61070251464844
10,42.257649115936985,-2.0996559671836326,53.669915199279785
11,40.81267550514817,-1.971726642268719,48.95421814918518
12,41.61174959283038,-2.0519349957456683,33.69935131072998
13,39.582930927272415,-1.885201663782101,53.94156575202942
14,41.40279703614893,-2.0402505100363553,43.82312202453613
15,41.369984109641436,-1.9539432941096844,58.67582702636719
16,40.81971206231952,-1.9682631690903465,49.61500525474548
17,39.87609646911957,-1.92364556340888,61.4656708240509
18,41.00023958333333,-2.031545567276454,35.114197969436646
19,40.94982198737452,-1.961966607122138,49.025113582611084
20,41.68299805332096,-2.016672991762067,50.5264048576355
21,41.66910085290756,-2.0740085110806,33.92124533653259
22,40.36675029006807,-1.982647402923886,37.77560043334961
23,40.989286451887374,-1.9715118106048886,50.34555912017822
24,41.93651325933374,-2.091905197294632,68.60815334320068
25,41.04654145717306,-2.0380659348893873,36.547115087509155
26,41.293122999067485,-1.9867611120242883,46.90901446342468
27,41.028123600690144,-1.956271996828589,47.49438691139221
28,41.504322607260725,-2.041249129795792,44.9107460975647
29,41.191919383637575,-2.0178723325823795,35.549288749694824
30,40.974144577446026,-1.9728568501991801,46.48508143424988
31,40.150220157904464,-1.908857500435102,71.50051045417786
32,40.17890076663917,-1.9275898546275525,37.86199235916138
33,41.399916030665565,-2.015187148292466,40.995049476623535
34,40.55785588075409,-1.9563405254099628,51.64096403121948
35,41.144196921840624,-2.0146641495204207,29.164462566375732
36,41.297318380324356,-1.985073761892791,60.64133429527283
37,41.366565404978,-2.0500840290938274,31.200494289398193
38,40.669451694534686,-1.995122535630028,32.749112129211426
39,40.87481627088491,-1.965030269811649,22.870203018188477
40,41.22158909333316,-2.002082447014233,30.67961812019348
41,41.673555126362245,-2.0483173936900525,35.461188077926636
42,40.69099949130655,-1.9699935157700341,49.45550227165222
43,40.23192056109908,-1.9224572512182858,33.140156269073486
44,40.14664545409619,-1.930838435711247,34.37806153297424
45,39.645728880895895,-1.8486655660194926,45.2725088596344
46,40.507016755191145,-1.936669166489403,32.337729692459106
47,40.17254795040051,-1.9070422484142946,25.684025526046753
48,41.44967975786836,-2.0280781963084005,36.037240505218506
49,41.81398422889164,-2.081054627069152,36.55127501487732
50,39.62844616712648,-1.839404296875,18.215296983718872
