run,ln_yyx_sec,loss_yyx,run_duration_sec
1,127.97665816935309,-2.770193737631167,273.4338688850403
2,130.65645672250858,-2.746243626215789,120.40175318717957
3,128.27430098160877,-2.7973528540362667,201.21319556236267
4,126.30489462024309,-2.797393783846496,183.53912258148193
5,129.96469512513863,-2.723499416076031,151.7225263118744
6,128.889459240168,-2.779620618013367,152.21810817718506
7,127.26216942580774,-2.7636121082883327,160.2758195400238
8,131.36219671323568,-2.745705006692593,135.55998754501343
9,129.06760476610938,-2.780731056349462,86.14705109596252
10,128.04141855136004,-2.772062685852101,183.26131319999695
11,130.48323577474136,-2.782006252652747,106.83179569244385
12,129.58273525427734,-2.8402256217336053,133.9594144821167
13,127.2370017807142,-2.80940811139748,177.45445775985718
14,127.45007694742176,-2.788815403000225,141.64224338531494
15,129.5840426644121,-2.7204694115887333,131.83555555343628
16,128.97941995252185,-2.7198270592668448,173.51701736450195
17,128.42357453374152,-2.741486599472263,62.987452268600464
18,127.46552617718051,-2.7203873721887275,104.73904824256897
19,129.0353988964572,-2.7205776189005992,179.15493655204773
20,128.6229872645412,-2.8139197190836707,146.66330122947693
21,128.4122218557383,-2.75823322409129,156.34177827835083
22,129.33041599335897,-2.7189504941460583,129.4518723487854
23,130.7233634361534,-2.745221879122944,118.59847116470337
24,129.23575949960454,-2.8004360333185034,135.5424678325653
25,127.39764980101911,-2.7380780591607348,80.70950698852539
26,130.590606832056,-2.7538418889221283,123.13852834701538
27,130.52575928937344,-2.786079098366419,122.46939492225647
28,129.45475069717176,-2.768554527695958,89.3102433681488
29,128.84176056041926,-2.762055896577381,117.72179985046387
30,128.04635402461864,-2.7139016052955225,59.608569860458374
31,129.11641474447262,-2.77351688265781,83.65852618217468
32,131.62331920239458,-2.760756290206697,116.29818391799927
33,129.0572544358761,-2.847878097961156,65.10956716537476
34,128.1445187355679,-2.7477785839891693,84.71605968475342
35,128.23197357849688,-2.735652972898513,90.99559783935547
36,130.27600037330222,-2.7538278860929575,102.57995462417603
37,128.09688542632594,-2.7205651342098265,129.5446071624756
38,129.07713796500846,-2.8039799076780088,114.33040571212769
39,130.69990631931944,-2.759486187657247,131.7704644203186
40,127.9608276116384,-2.705279777725362,99.14039301872253
41,128.01965017261676,-2.802696421540051,91.5302050113678
42,129.82939996636304,-2.7461029187569035,56.709880352020264
43,128.4148693612611,-2.7448169356807908,55.95526647567749
44,131.09580100320005,-2.7550284938596894,85.62145519256592
45,127.09848167693958,-2.7825131310981224,90.6075656414032
46,129.25282120186276,-2.7081595064867656,47.34797024726868
47,130.5209109767905,-2.7350423816299503,108.39833736419678
48,128.53427948689975,-2.8291033802709764,92.80650091171265
49,127.27444818598975,-2.786268306352019,54.396267890930176
50,126.78009462387952,-2.771054901637416,82.47363543510437
