run,ln_yyx_sec,loss_yyx,run_duration_sec
1,96.22972406630356,-2.5485977839558753,291.46456480026245
2,95.46187188299713,-2.5067208110057706,200.35434365272522
3,94.61476218864858,-2.4882624438255165,383.6600823402405
4,94.95919056503045,-2.5767954852299955,196.53740310668945
5,96.48635547536955,-2.580614157579993,291.8027913570404
6,95.36620158067693,-2.5014689823663243,195.87366580963135
7,96.73140074235566,-2.5862997358531277,161.1850471496582
8,94.88031525471669,-2.486814393549052,189.209303855896
9,94.80474871070851,-2.5202364249359155,248.65426754951477
10,97.61227514105008,-2.609627921032886,264.34238719940186
11,94.43546636696207,-2.4918141691328963,259.768394947052
12,95.2543041274324,-2.50334986398167,307.3435297012329
13,94.79990022146866,-2.4975571093830506,224.431232213974
14,95.86390336915404,-2.5972083737215326,179.78509426116943
15,96.25583383606129,-2.571897590052266,114.29164218902588
16,95.81453395507008,-2.595543656188009,213.33713722229004
17,93.23898152680454,-2.3932263404990852,155.12127327919006
18,93.7101585847331,-2.5169525020690564,139.06383061408997
19,96.78383868228737,-2.5817644539099533,131.96231055259705
20,94.70966808951206,-2.4769529388251623,162.61755871772766
21,96.76686896994798,-2.6063345762097136,151.73020362854004
22,96.89967826304445,-2.5915104802344717,156.03075051307678
23,95.10912245075771,-2.5172957682157486,160.5985131263733
24,96.44812448251223,-2.5805464301930905,87.97089409828186
25,93.32324040737782,-2.473005956789726,55.435484647750854
26,95.4525243451834,-2.524845573003884,87.78231000900269
27,95.4226034881628,-2.4961458286370313,45.82497715950012
28,94.15209182693133,-2.5116222032513975,66.39696598052979
29,94.58794261753815,-2.5131696369268632,42.045433044433594
30,92.47230870574562,-2.4271113937390507,57.226109743118286
31,91.25875041305098,-2.326630431172873,49.512765407562256
32,95.7513397946401,-2.493457287869371,41.26289963722229
33,94.60635377262454,-2.461324957511883,70.63061165809631
34,93.51608797489008,-2.4399672694571826,42.111429929733276
35,94.83815305436761,-2.502913862638796,70.05626177787781
36,94.77385597183577,-2.4941929552246496,48.683974504470825
37,96.63174463243966,-2.618677464773708,62.32378840446472
38,95.58307319397214,-2.494838466156836,45.48963499069214
39,95.20113454610642,-2.5335032690288797,68.8066930770874
40,96.16400738106637,-2.5869259751737363,68.50786232948303
41,96.56917291319589,-2.604225756212,79.51603579521179
42,92.17853830590334,-2.3733578372964756,73.54983711242676
43,92.99912326970336,-2.394669308705656,59.321948289871216
44,95.06172956044044,-2.500413257822161,64.45024728775024
45,92.9344003063599,-2.4265414597274644,52.4347665309906
46,92.55690610696405,-2.4218826734223646,64.09908890724182
47,94.46191465736494,-2.490242677391411,38.133869647979736
48,94.86319266208594,-2.4796000179532927,68.16674470901489
49,96.13872753289021,-2.577925818082427,76.46864223480225
50,95.95803394853998,-2.541057684160124,66.83637404441833
