run,ln_yy_sec,loss_yy,run_duration_sec
1,38.61041973905724,-1.8059992749763258,107.89322352409363
2,37.6422116266835,-1.6448523319128787,82.1996340751648
3,38.493315340909085,-1.7702705028803662,86.23455166816711
4,38.5956569760101,-1.8003842625473485,75.87751007080078
5,38.64780631313131,-1.8192855804135102,71.44107675552368
6,38.020101083754206,-1.753954806857639,60.89359951019287
7,38.68848751052188,-1.8011321959832702,85.3956024646759
8,37.41017092276936,-1.6446392144097222,79.05483055114746
9,37.957467608375424,-1.6878901317866162,91.4118332862854
10,38.59004350799664,-1.7974064867424242,88.29454517364502
11,37.90964075126262,-1.674537168560606,95.1222414970398
12,38.55486339962121,-1.775316618331755,73.61865472793579
13,38.91637841435185,-1.8101300603693182,69.24352598190308
14,38.26785017887205,-1.7912934027777778,70.53742337226868
15,37.88677573653198,-1.7375283104482324,64.7993369102478
16,39.017311200547134,-1.8491166055082071,68.16687417030334
17,39.50201278409091,-1.8843431137547348,74.2448251247406
18,39.494519023569026,-1.9000881865530304,66.328608751297
19,38.90603680555555,-1.821115993923611,75.92935824394226
20,38.88028282828283,-1.8007037168560607,75.71704244613647
21,38.923129377104374,-1.8224915413904672,71.63945579528809
22,39.58022856691918,-1.8707963176688762,62.457892179489136
23,37.442155082070705,-1.6645255533854166,40.85238862037659
24,39.00607878261784,-1.83875426629577,54.2018096446991
25,39.952197569444444,-1.8748757595486112,60.61672639846802
26,38.00179152988215,-1.6844861209753788,69.3616943359375
27,37.67491665614478,-1.6745635308159723,44.18612813949585
28,38.43942275883838,-1.733979763454861,56.70835328102112
29,38.83476385206229,-1.7788276564472854,39.326167583465576
30,39.51854620159933,-1.8723800505050505,55.882912397384644
31,39.42208664772727,-1.842654819681187,52.66331601142883
32,37.71128907828283,-1.6559295839251893,52.55600905418396
33,37.96358541140573,-1.7358844795612374,40.37690544128418
34,39.700605660774414,-1.8879797979797979,48.85781478881836
35,39.63400054713805,-1.896926910708649,33.89979839324951
36,37.39715140467172,-1.6739130070233585,61.50954079627991
37,39.33580150462963,-1.869931394018308,51.668272733688354
38,38.860948158670034,-1.7834572038746843,43.58708572387695
39,38.240934038299656,-1.7177903547190656,44.08828258514404
40,38.78317915088384,-1.860219973169192,47.356958866119385
41,38.75891351010101,-1.7999810359453914,56.77049112319946
42,39.67207784090909,-1.8909171549479167,31.41327667236328
43,39.061840693392256,-1.8526312934027778,32.234097719192505
44,37.51940879103535,-1.6638201102825125,40.77819633483887
45,38.71315607112794,-1.7869221265388258,43.20617055892944
46,39.628247290614475,-1.8290751509232954,41.04614615440369
47,37.95969874263468,-1.7049736377446338,40.6998074054718
48,37.77441044297138,-1.7462709862294823,44.73004770278931
49,38.6627664246633,-1.8237733043323863,48.94276237487793
50,38.77300748106061,-1.7847584734059343,39.591429471969604
