run,ln_yy_sec,loss_yy,run_duration_sec
1,126.59109759381988,-2.7714116841364445,132.84867453575134
2,129.45079578151422,-2.7578831533620214,109.88654637336731
3,129.2038913775705,-2.8058254246313,103.1986563205719
4,129.0433087277723,-2.810112747344696,105.30712270736694
5,128.8460750138639,-2.7176042249951418,73.87519001960754
6,128.31168201637757,-2.77904979797573,96.501291513443
7,127.55173898048146,-2.7564929980261006,66.43126845359802
8,128.40699221519935,-2.7474529433028043,62.87909245491028
9,128.8180855418962,-2.7936256245141955,90.5976095199585
10,127.36346102599593,-2.7697520392593784,59.213897705078125
11,130.43303122556773,-2.7754342515034365,66.87459135055542
12,130.21762451078655,-2.839884200398104,65.95850443840027
13,127.22132375418191,-2.805591072003866,111.27730202674866
14,127.84900046478118,-2.785266175205316,67.25953912734985
15,127.82947647343588,-2.7200141698243945,92.29165697097778
16,128.8115920715604,-2.720796310731928,121.03794407844543
17,129.6942791289387,-2.747816217841035,67.6690661907196
18,127.63195948733159,-2.730782505260749,63.38728404045105
19,128.31749999147712,-2.721025309923959,99.0649561882019
20,129.25483679248714,-2.8102488604373774,91.82664799690247
21,128.85993356129202,-2.7600139405055946,78.57212996482849
22,128.00327486067928,-2.7188290430742206,84.12190747261047
23,129.26882608092876,-2.75642456194516,60.75608968734741
24,128.34240615454374,-2.7754086429057234,29.267176866531372
25,127.66501517357133,-2.739583133578281,65.20159339904785
26,128.1920757792187,-2.7550464718144023,50.26856231689453
27,129.45676628779614,-2.7827141246318114,55.15229392051697
28,128.72554269452627,-2.7733886399141916,34.73697090148926
29,128.4625789360943,-2.7589622501304003,46.57211112976074
30,129.371839104461,-2.73659759456564,47.39811587333679
31,130.9668140983245,-2.769145183410295,41.61272120475769
32,129.67614970840378,-2.7599841370517817,41.01502776145935
33,129.08899181689668,-2.845759455924767,43.676164627075195
34,129.39696316921672,-2.7454868142488955,45.234862327575684
35,128.99029324680902,-2.7346816040298743,44.99904274940491
36,129.5114269265123,-2.7465745004845257,28.48577332496643
37,128.18207409168804,-2.7178059775980303,50.453115701675415
38,128.89880722263132,-2.804399613018532,66.14591789245605
39,129.54202032366499,-2.7540401258360947,41.67954730987549
40,128.0443820143321,-2.704892612482869,53.54955005645752
41,128.36738858320152,-2.803173236850045,50.83060121536255
42,129.2952030803969,-2.753654998095136,40.09253668785095
43,128.09744107563318,-2.747234391300012,36.87901568412781
44,130.3940486133839,-2.755841876457413,38.335320472717285
45,128.41253781318753,-2.783189701460481,58.569969177246094
46,129.60546240045272,-2.7168178692560034,35.69426918029785
47,128.55425017670777,-2.7394617624084643,59.13603162765503
48,129.16846056291934,-2.8258193872345974,44.926713705062866
49,128.50810949403626,-2.7955107728698763,37.38787341117859
50,126.75084132211495,-2.7760514746397376,52.44034934043884
