run,ln_yyx_sec,loss_yyx,run_duration_sec
1,7.1671228774631235,-0.8605973484597143,102.05324220657349
2,7.338600629051781,-0.9005683887656365,22.23964548110962
3,7.228007397384807,-0.8205338764049807,22.2636559009552
4,8.363336703940485,-1.2392614187130724,33.59363341331482
5,8.220219816517481,-1.2246707707775573,19.59234046936035
6,7.602382903056018,-0.9099377585654773,22.086055040359497
7,7.540747842643134,-1.0635259450802599,14.829791069030762
8,6.66936329823927,-0.8015153172097143,37.289600133895874
9,6.3790884220606,-0.6105320140213171,40.09359955787659
10,7.9003552155938435,-1.084276917766081,28.524066925048828
11,6.802792093642294,-0.742266633838107,26.934654235839844
12,7.55760510868966,-0.9207929388635092,28.63843321800232
13,6.966476041442279,-0.7289577016450102,29.149465084075928
14,8.190658228248285,-1.2216822118491506,37.04745006561279
15,8.108180369995859,-1.1689857020864107,17.146290063858032
16,8.063147237111876,-1.2136379225039235,12.78125286102295
17,7.481111878833805,-0.950230067378485,21.53436517715454
18,7.523239920594394,-0.9350175843457176,33.833035707473755
19,8.156824116133203,-1.1994533116215265,11.348749160766602
20,6.932029960979172,-0.8386295605973619,34.14845538139343
21,8.055291533076506,-1.1125338623407497,18.90705108642578
22,8.510505947286461,-1.2786858021948855,21.32989192008972
23,6.627850741886181,-0.6474977434121699,17.95513367652893
24,8.100231112178552,-1.1535295630135247,20.729870080947876
25,7.713347536203174,-0.9794561028304445,30.28615641593933
26,6.66878368683838,-0.6934088026579233,21.881056308746338
27,6.71406582753294,-0.6656785793107228,23.207919359207153
28,6.709954385010848,-0.7061604058901,30.2834312915802
29,6.947046398098356,-0.7835813378653815,22.17246699333191
30,7.655268222915897,-1.006146068939254,16.18407893180847
31,7.348335849668677,-0.8798061804722119,18.75035786628723
32,7.0200872823770615,-0.8103129219269295,22.779181957244873
33,7.218953079481577,-0.7357892440728282,21.367056131362915
34,7.487035310395575,-0.9636954866800914,33.39682459831238
35,7.4632128597718435,-0.9456495456892772,31.35852313041687
36,6.638336502994279,-0.6832897462379985,15.182806491851807
37,6.924946603203727,-1.0905253693483428,21.433254718780518
38,7.398159920964631,-0.865591728176641,24.4222514629364
39,6.69785147995779,-0.6882987649261159,18.10477352142334
40,8.420996783738769,-1.2689203575055392,15.789823770523071
41,8.23921686154642,-1.2007268908457003,14.828189373016357
42,7.496359035054315,-0.9147941330158904,10.901579141616821
43,7.5529611833635935,-0.9752244597171575,14.250745058059692
44,6.894239860370636,-0.79082934155598,10.681884050369263
45,7.320091048465581,-0.7801824256975859,16.625261783599854
46,7.709916292982854,-1.0225780492695256,11.303648471832275
47,7.153637768037798,-0.8798522498442116,19.342873096466064
48,7.1760470641659095,-0.8427670195676727,16.257370710372925
49,7.983751729780204,-1.1462619167310977,8.111795663833618
50,7.556620332037661,-0.924465049845077,17.509888648986816
