run,ln_yyx_sec,loss_yyx,run_duration_sec
1,168.9596960504685,-2.878848191412203,115.00005149841309
2,166.66593100667103,-2.7371616339302016,156.8993434906006
3,166.32116795033937,-2.8034725329704564,79.79828476905823
4,165.20686005101177,-2.812187483566862,108.71342515945435
5,164.49648835698713,-2.7450254409786163,87.47568845748901
6,167.0383212616946,-2.8161392115020556,60.971174240112305
7,167.2013630985769,-2.830379363029234,162.67733931541443
8,163.62603566061298,-2.722756360368678,96.82927417755127
9,167.86172716817657,-2.809616840760781,105.63707947731018
10,166.8457799336953,-2.82124635959477,132.81298899650574
11,166.31572523980117,-2.7442933640444918,123.28977370262146
12,166.46475753975815,-2.8264308054495015,122.08964681625366
13,167.41317162188145,-2.8974346599816245,56.3258695602417
14,165.64980960545256,-2.8106827506989975,183.19087982177734
15,166.68814815108797,-2.7568259768477543,66.68807029724121
16,165.0979840694056,-2.747903968708328,102.5012834072113
17,169.67361639176406,-2.816399490709138,156.30407071113586
18,169.26239783976095,-2.8161119960545586,166.15097427368164
19,164.23433476120425,-2.745780101850731,63.61418533325195
20,166.16307898004686,-2.7989053142412925,68.04647994041443
21,165.5246599193372,-2.8239985149403894,133.25885343551636
22,166.95072627829285,-2.7638841415378144,96.0384931564331
23,166.79785142469592,-2.744043390430531,170.75512075424194
24,165.4150328436768,-2.809304366960785,97.9723219871521
25,169.27811638779528,-2.8402352075089894,171.44809103012085
26,165.11967871361088,-2.749076612655178,103.57427644729614
27,164.41434696954465,-2.7277631112879415,85.0597894191742
28,166.9005227162885,-2.7941797482716058,104.96692657470703
29,168.24439326069626,-2.825958166686841,115.34606552124023
30,166.32905988061975,-2.7760197894053014,64.24770832061768
31,169.57421072649436,-2.83450618915398,116.2031774520874
32,164.77699477270482,-2.7165625787550405,69.36696290969849
33,168.04974016100812,-2.8343639959985,149.80613946914673
34,166.8277101347085,-2.799868094609236,89.64183712005615
35,169.4598702635079,-2.8157122677160396,114.80657315254211
36,164.03537103476987,-2.725084447727489,48.29842495918274
37,164.23727382489486,-2.765298964985137,33.394258975982666
38,166.21339139626195,-2.805787342043434,32.949119091033936
39,166.54274069634945,-2.7579569178303394,117.55393362045288
40,163.79809062614652,-2.7416759410545186,60.13002395629883
41,164.75272028370446,-2.8139139940389257,61.18803882598877
42,167.09723316056008,-2.811027528793339,69.44673418998718
43,167.75868577226737,-2.8194618680497125,52.49209690093994
44,165.3627283954047,-2.712714519118003,26.863604068756104
45,167.75336280136102,-2.8732705439654045,31.44797372817993
46,168.54861900893943,-2.7987686013824176,60.87765955924988
47,166.74678791442653,-2.73546178855053,33.32115578651428
48,167.10711712289745,-2.814466558315441,46.767942667007446
49,165.31608436609233,-2.801928221043942,47.91296076774597
50,168.7728913393764,-2.8867161610055643,25.100959062576294
