run,ln_yy_sec,loss_yy,run_duration_sec
1,46.49197175164949,-1.9144226835572051,61.79076814651489
2,45.4007376030252,-1.7671820732428642,43.57663059234619
3,46.20552083784506,-1.8635724041913007,20.768545150756836
4,46.88068746969626,-1.9363320205910537,36.21021366119385
5,46.14790008006805,-1.8609831050626948,50.29438376426697
6,46.219712576533865,-1.866129240061125,37.67972540855408
7,46.918971778268656,-1.9359207629166126,50.20859408378601
8,44.93143327860613,-1.7390245423082338,22.497512102127075
9,46.141233848782676,-1.8070696475847843,44.70520305633545
10,46.50831441718161,-1.9450429174855444,45.97929883003235
11,44.604486925326775,-1.7002708768150663,20.973626613616943
12,46.21475395129204,-1.8888985679451988,17.216709852218628
13,46.7860685809758,-1.9418148640865927,40.723525524139404
14,46.72823437244335,-1.9281193236881713,27.76903986930847
15,45.92079942246934,-1.8089703872479752,22.71670389175415
16,46.163104341571135,-1.855097124994586,23.11020064353943
17,46.498506628623815,-1.9108849920007147,37.1242299079895
18,46.37867318527963,-1.864695802134767,45.076510429382324
19,46.10829128219265,-1.8490156463178924,26.258222579956055
20,45.98365246030286,-1.8585113927215977,23.244628429412842
21,46.906066217208796,-1.9491237288783676,32.82772994041443
22,46.58867589005773,-1.8507003096846846,34.8838906288147
23,45.40781157998443,-1.759511544484689,16.21222949028015
24,46.60621169058181,-1.9403635978037834,24.499767541885376
25,45.529771321238606,-1.8465303776583073,20.670518398284912
26,45.54912145318396,-1.7649234129336668,21.037993669509888
27,45.98823891499672,-1.7662363244028283,48.682759046554565
28,45.35794619965518,-1.7960417199613976,28.771721601486206
29,46.64308941340679,-1.8712898830696683,57.08918619155884
30,46.08591179144889,-1.8469285019883164,23.62054944038391
31,46.721590033543166,-1.9107380296650316,31.77241039276123
32,45.30733100513374,-1.756968159189839,33.922425508499146
33,45.84330311550282,-1.8495430103706472,11.543696403503418
34,45.63475351779063,-1.8480098774593403,18.125282287597656
35,45.94045331125897,-1.844650279129039,11.044654369354248
36,45.92577446700006,-1.7791311537649428,29.38312840461731
37,46.38538320133535,-1.919627654246795,36.84994840621948
38,45.64188496226093,-1.8285474030408113,19.80879044532776
39,45.022642428335786,-1.7681487804473643,17.806036710739136
40,46.5186968808502,-1.8749210518924875,41.94188642501831
41,46.664078737692016,-1.921834331044536,24.143617391586304
42,46.46554764274491,-1.9261773017571358,16.549418926239014
43,46.68275294224512,-1.9117592370766199,32.29815912246704
44,46.041327949042795,-1.7683134865446877,23.452919960021973
45,46.949484290104415,-1.9486799444990364,40.45482897758484
46,46.20626517894097,-1.8555638768651463,17.265010356903076
47,45.51639781044566,-1.7803383428688604,41.16953420639038
48,46.39898931872076,-1.8827880520995754,13.980933666229248
49,46.64754998688593,-1.935391876157257,14.515709638595581
50,46.781520437955976,-1.9299774698639445,41.858274936676025
