run,ln_yy_sec,loss_yy,run_duration_sec
1,96.70128732612086,-2.5552037483677053,201.2757089138031
2,95.66507936731294,-2.5049539364233286,165.6814157962799
3,95.5226509430321,-2.490716952264628,166.64533257484436
4,96.19775447581094,-2.573363629620278,100.86026453971863
5,97.27765400883351,-2.5784630427982838,82.64398241043091
6,95.25918180716016,-2.501034255673631,54.41041946411133
7,97.22967616685393,-2.594054045035251,56.81941533088684
8,94.93228027098057,-2.4995673263254554,44.48811912536621
9,94.25236695681664,-2.503818478982799,62.36097002029419
10,96.45276014149054,-2.5934510307578993,102.63020086288452
11,94.73888561447184,-2.4860794613910047,69.97543621063232
12,94.69573936694485,-2.4699038383449334,58.79892563819885
13,94.1361142135431,-2.482119727105258,51.12997245788574
14,96.11742785471988,-2.586798123343583,33.63995385169983
15,96.1036747156573,-2.5687628000447074,68.66901803016663
16,97.1243517704009,-2.598870118393629,87.9567084312439
17,91.80611868828194,-2.388280938416658,53.836130142211914
18,95.32594070026245,-2.5364509290410147,97.8554208278656
19,96.52346719981145,-2.5824561340909966,60.49250817298889
20,94.43314275377314,-2.4540324613556246,42.705071449279785
21,96.31510877899356,-2.606378278108034,95.51488757133484
22,95.56293967871581,-2.528826245951427,30.80097484588623
23,92.79446877698156,-2.444863078720828,29.684353351593018
24,96.54939203054239,-2.572336987636373,47.218010902404785
25,93.92755947511765,-2.476266922995896,48.40935230255127
26,95.34115531484794,-2.517056939041433,65.49999761581421
27,95.28571740378128,-2.4880628150007076,36.8136100769043
28,95.38995114685899,-2.5245011299419127,94.92062449455261
29,94.5764655138217,-2.522989008445316,75.94798612594604
30,92.48549758229196,-2.422318076537734,49.329318046569824
31,91.68060629785205,-2.3335250785391044,38.84995365142822
32,94.93645747340798,-2.4943721263975016,68.78507041931152
33,94.27429999619399,-2.4440121044097687,26.05953073501587
34,92.97208167914965,-2.4453844908285944,35.088597774505615
35,93.64803592156123,-2.48288594572178,41.56927037239075
36,95.40470768702684,-2.506304512008221,39.80382418632507
37,97.18162197913809,-2.6045241750479233,47.53064680099487
38,96.25793672906016,-2.492392680143417,58.13064503669739
39,95.93741551512609,-2.5230092487986955,43.91241526603699
40,96.37775590887097,-2.5728751724764565,29.100135803222656
41,95.91009464807478,-2.5929991469652185,34.80140972137451
42,91.99055908057942,-2.36709394961436,49.383371114730835
43,91.85414015639651,-2.3906971667224166,23.63776707649231
44,95.31282014015757,-2.497465872578093,46.98470616340637
45,93.30378209018058,-2.4243650408917956,32.291768074035645
46,92.35810926805657,-2.4053495869611017,31.954715967178345
47,96.21823694619914,-2.5061876933826936,63.562684535980225
48,94.500185216753,-2.4771062129316332,32.49793815612793
49,95.17317288198376,-2.5693147548582878,49.68710207939148
50,94.60185592439876,-2.5303490844073244,51.131943225860596
