run,ln_yy_sec,loss_yy,run_duration_sec
1,75.58700550123551,-2.498757890884618,177.6262011528015
2,73.97803652523484,-2.3437547430182772,108.19026756286621
3,74.07687879940728,-2.380188393934129,105.66840076446533
4,75.10072794013878,-2.4506668683697597,112.06781601905823
5,76.28002078107693,-2.5184424620708317,92.69235444068909
6,74.2875861531825,-2.421129269590163,86.31448245048523
7,75.12767449980296,-2.4604511065960906,103.6142098903656
8,74.07175158167179,-2.349655432203796,92.05329132080078
9,73.21777770288801,-2.3335527291327165,76.24956345558167
10,74.77327400233524,-2.4520039314628868,74.93435096740723
11,71.66534462937223,-2.2757691303401395,73.22416186332703
12,71.98048013990073,-2.2627970377604165,56.290701389312744
13,75.39404956903438,-2.4573437899412065,74.02348732948303
14,74.18955200278523,-2.431889851888021,91.28988146781921
15,75.922944738678,-2.4574886548250974,76.32428312301636
16,76.94144824984289,-2.5438648996177626,76.20528483390808
17,76.11924237189524,-2.478258035421859,78.39910864830017
18,75.97829575697907,-2.54117860384514,39.4469780921936
19,75.95370258479518,-2.512683392546172,86.35067653656006
20,72.64414632993567,-2.30540914086964,57.87732195854187
21,75.49735290485738,-2.468117009886447,87.1046986579895
22,76.98846139649103,-2.538472353071279,61.04936718940735
23,72.05535717590374,-2.2636327919053154,65.48444986343384
24,75.90349516511694,-2.4411375205697214,56.67465567588806
25,74.91372919063139,-2.452486533572581,51.66911220550537
26,71.8529931540772,-2.272474355249073,44.11185646057129
27,72.23115685877056,-2.2813425512645384,34.44414210319519
28,74.74529544676903,-2.3972936758965804,61.23407196998596
29,75.47302728716663,-2.4952689328807995,52.29643726348877
30,75.23553718260054,-2.443187222158982,53.44379138946533
31,74.59816231673643,-2.373378059371605,59.610507011413574
32,73.51086453906515,-2.3319308665144907,39.029860734939575
33,72.54893515245558,-2.261103265368378,43.76510810852051
34,75.03216846635087,-2.4431742100627876,60.616952657699585
35,75.94481868356446,-2.4965454912868257,52.84571552276611
36,72.34211006897846,-2.2791169991522477,46.73195767402649
37,76.88692719650008,-2.5668647937735654,40.901697397232056
38,72.13256575820392,-2.288667394095891,52.378596782684326
39,73.3269017140103,-2.3257365314507044,48.98841381072998
40,76.84991731171716,-2.5550436632277287,46.04897379875183
41,75.23707152571414,-2.4467189297354293,54.23699760437012
42,72.69991233071585,-2.3675374224142063,27.61780858039856
43,75.47997278339618,-2.4574960657911555,39.040603160858154
44,73.53498812581213,-2.3368586908820217,46.672141551971436
45,73.61107734747785,-2.3708057676600043,40.081658363342285
46,75.39817755264251,-2.4769094268237155,43.02842140197754
47,73.57332486246911,-2.3289280990881425,44.48293972015381
48,71.82243187860803,-2.245840685011663,36.10984992980957
49,74.91736574761951,-2.434314111502868,52.66443467140198
50,75.15107732750724,-2.480923986142398,41.75816249847412
