run,ln_yy_sec,loss_yy,run_duration_sec
1,127.79209052903913,-2.643470169925854,85.21495246887207
2,127.41346446876251,-2.4603011408227307,78.3317301273346
3,129.0459421327585,-2.61973082281321,107.02190351486206
4,128.28488828324976,-2.6336212038638878,92.79260802268982
5,127.51057740182443,-2.5461335581982887,71.64981508255005
6,129.32779294936466,-2.652281787025202,89.30491590499878
7,128.09589115609057,-2.598932583977335,58.72727179527283
8,128.5373056567675,-2.4603269571347064,75.27306389808655
9,128.67066028677803,-2.5685900287780616,61.473068952560425
10,127.78475940128247,-2.600837175458637,30.552420616149902
11,128.5833948120995,-2.463813488805879,59.00827193260193
12,127.82047822433462,-2.6070141513563216,34.520418882369995
13,129.37039627872025,-2.6666497076740274,59.23330283164978
14,127.69980328631331,-2.608446865802162,32.88253688812256
15,127.6771345242604,-2.530353660326433,42.59908962249756
16,127.71404070678577,-2.554516226609025,47.68977117538452
17,130.48229851275596,-2.6612398081523763,41.67849683761597
18,128.64810045678686,-2.6647924540689645,49.188132524490356
19,127.13685328432716,-2.548955283966806,57.89283013343811
20,127.55287572140709,-2.6104292505644198,34.78492712974548
21,127.22599239046801,-2.6115439241161504,66.88835787773132
22,128.3038206755842,-2.5509660676287513,33.21134424209595
23,127.93191572351839,-2.4406467779100063,34.9926815032959
24,128.10463840065015,-2.630414863829141,41.84032344818115
25,128.67027902456184,-2.6625889041471997,38.87258768081665
26,124.61630698680653,-2.4269670403651955,37.54662871360779
27,128.56350381762155,-2.463482305409859,49.09945201873779
28,128.3439403539316,-2.5751512937272274,48.40580224990845
29,129.3158104225707,-2.618043580000686,46.04967284202576
30,130.10378138454112,-2.672685243851375,40.4108099937439
31,129.23367564800122,-2.6267779777274574,53.63008499145508
32,127.54336595241516,-2.4568225769129053,43.752291440963745
33,128.06057538166692,-2.625540640824567,48.51007676124573
34,129.0854953643847,-2.6693908854013624,32.23970937728882
35,128.58149939422483,-2.656543018488726,39.916720390319824
36,128.80909115086672,-2.4490425983877917,47.16095161437988
37,127.04531767282754,-2.561672194552186,35.81117248535156
38,127.75496648239022,-2.6060896806069778,27.8697509765625
39,127.71735224146336,-2.450970834894364,34.16954970359802
40,128.19048775852576,-2.559631328525971,42.18982529640198
41,128.47898343089946,-2.6238018514743477,33.90433359146118
42,127.22641722550888,-2.6090538026097985,23.16184663772583
43,128.36678340728335,-2.6562648833573306,23.113011360168457
44,128.82574686311034,-2.4554957198678204,32.374380111694336
45,128.91006027891504,-2.640254197795457,52.99567914009094
46,128.8267708244909,-2.661636397973476,19.81302523612976
47,128.75213057577074,-2.4567657408529717,44.27721071243286
48,126.27873007458122,-2.5984640643058983,52.293227434158325
49,128.44338443311526,-2.6362289287625127,19.478336334228516
50,128.47152158466866,-2.662853284607747,49.12292504310608
