TE_sec,h_yy_sec,h_yyx_sec,loss_yy,loss_yyx,run_duration_sec
0.56041163938672,-0.4080652877792478,-0.9684769271659678,0.658343285502518,0.2127602137880683,284.3811728954315
0.5826031660394569,-0.4235481140737034,-1.0061512801131602,0.6564976744903773,0.187033349633842,280.84219098091125
0.48942925439605356,-0.4551630537815022,-0.9445923081775557,0.6263981965723996,0.2418809052483119,404.0461049079895
0.536973230761336,-0.41348723548019434,-0.9504604662415302,0.6670319871490835,0.26408943335535834,219.34003710746765
0.6514353575840856,-0.40861053878470566,-1.060045896368791,0.6661617452937685,0.18275166183000804,329.25563192367554
0.49830021800297475,-0.43237830719060166,-0.9306785251935764,0.6683868648256684,0.263028935301251,394.8434143066406
0.5343555729296934,-0.4146557102775845,-0.9490112832072779,0.6655667113796171,0.25375239172978187,218.77043271064758
0.4813248318515485,-0.4276397771557459,-0.9089646090072945,0.6655620437997539,0.2535439061753064,206.31377506256104
0.5960760444091101,-0.4196719388555944,-1.0157479832647045,0.6708670127964058,0.19917606461091406,281.6065616607666
0.5168266823859401,-0.4333873613047823,-0.9502140436907224,0.6723953484046262,0.2542525016766202,252.70379519462585
