task_id,source_group_id,source_neuron_id,target_group_id,target_neuron_id,te_mean,te_std,te_sem,te_iqr,te_ci_lower,te_ci_upper,te_snr_linear,te_snr_db,mean_runtime
0,BC,0,POm,46,-0.03135833740234375,0.5526985538754455,0.1235871537531326,0.6649191540692421,-0.2805239528748217,0.19452229728571496,-0.056736782071281786,-inf,160.03272041082383
1,BC,0,POm,47,-0.13523057621665444,0.35414887948182894,0.079190096867675,0.5128009812573868,-0.2821358148089064,0.027443015956626023,-0.3818466866661172,-inf,214.20528740882872
2,BC,0,POm,48,0.13898802627413182,0.5451096573327945,0.1218902248987745,0.5824108725928472,-0.09072234027470565,0.3850134413795847,0.2549725993742179,-11.870129770141949,153.5523580312729
3,BC,0,POm,49,0.0039052474587973228,0.18216849614616856,0.040734114074174134,0.18214063116624235,-0.06999915761424375,0.08497269148161744,0.02143755666547209,-33.37649429299142,40.55003581047058
4,BC,0,POm,50,0.49276124931347026,0.847988519596713,0.18961599739576626,0.980631067807284,0.1121015684723332,0.8526421265088079,0.5810942458841519,-4.715068500280935,195.04835710525512
5,BC,0,POm,51,0.6068582629118253,1.540954266380006,0.3445678489844012,2.67838722585946,-0.06124148645582044,1.2728433789224278,0.3938197752860314,-8.094049599307363,321.6930284142494
6,BC,0,POm,52,-0.32744795271835725,2.625033098226227,0.5869752450820725,3.792227038809905,-1.4444626456070022,0.8045028621871553,-0.12474050439197075,-inf,306.85788543224334
7,BC,0,POm,53,-0.18264423712542027,0.6410455321312042,0.14334213865178982,1.02323217452318,-0.4567416214876045,0.10081591756825323,-0.28491616893141075,-inf,181.10003863573075
8,BC,0,POm,54,-0.014500496403028506,0.3031555550351611,0.06778764288152989,0.47171734899342876,-0.14512418696001073,0.1136328673368841,-0.047831867706817,-inf,106.62782366275788
9,BC,0,POm,55,-0.269438089614437,0.4546222598026221,0.10165662770032331,0.6414894810995371,-0.47242337761466213,-0.08331638863392464,-0.5926636538461968,-inf,123.68527323007584
10,BC,0,POm,56,-0.12805606576906037,0.23155121198272588,0.05177642502658389,0.21305316452004242,-0.24546010774718735,-0.03737055171374041,-0.5530356100170772,-inf,142.87189354896546
11,BC,0,POm,57,-0.025134799641368256,0.07635337675850246,0.017073134074366402,0.09667478728879753,-0.05700587885138682,0.007936179029628999,-0.32919041316099135,-inf,32.43096375465393
12,BC,0,POm,58,0.017986709002707536,0.2654662940326584,0.059360067919197096,0.3102523670878208,-0.09703324139907726,0.13142724666157704,0.06775515162197865,-23.381153570416963,110.53331348896026
13,BC,0,POm,59,-0.1803597231445,0.5368439946250869,0.1200419665294226,0.4081522884442661,-0.3906649412081773,0.06190991620623795,-0.3359630077830281,-inf,69.23127261400222
14,BC,0,POm,60,0.3080222176327748,0.6560648081924771,0.146700550876374,0.29151475557035766,0.0546996329731962,0.614381989894034,0.4694996801938001,-6.567293984469234,111.34630864858627
15,BC,0,POm,61,-0.2179029124537511,0.31983699739276605,0.07151772678896479,0.5159117435931666,-0.3547162206380118,-0.08223795160138726,-0.6812936409172266,-inf,168.62461533546448
16,BC,0,POm,62,-0.14420373398254077,0.4794264549196738,0.1072030143412129,0.5527085044390923,-0.35221399319210844,0.0600265582599737,-0.3007838480809358,-inf,66.82615523338318
17,BC,1,POm,46,1.0537241928464525,1.8530643090610248,0.41435777617391306,2.865833057844398,0.2348553454026385,1.8433634832155368,0.5686387610478506,-4.903270802322384,117.30936125516891
18,BC,1,POm,47,0.060342233707210015,1.049494527334944,0.2346741105134946,1.0515144988065082,-0.3661136435092948,0.5031549442501628,0.05749647295488175,-24.807175914281725,53.71406525373459
19,BC,1,POm,48,0.3513827947300232,0.70532541446342,0.15771555729984205,1.1434804379141923,0.04937788339437371,0.6484002232629668,0.4981853588777026,-6.052180801026667,46.127026164531706
20,BC,1,POm,49,-0.13620781007081698,0.6065685422373428,0.13563284934556508,0.5880644480607802,-0.3993041740528253,0.10642680086238826,-0.2245546885244183,-inf,30.434833788871764
21,BC,1,POm,50,1.0542698723527415,0.7661756446871464,0.17132208242251848,0.9772591116560285,0.7144330520008345,1.3829736128237344,1.3760159040075375,2.7724690701816783,101.21551948785782
22,BC,1,POm,51,1.7074864588456662,2.183233773784445,0.4881859128955417,2.4028133300999244,0.7997738131313115,2.6136244814977894,0.7820905298134371,-2.1348594574010895,120.46810711622238
23,BC,1,POm,52,-0.012042507800337887,7.987227674944168,1.7859984032942753,10.721658262576433,-3.2882260428778416,3.5702048179656862,-0.0015077206122613835,-inf,138.13942724466324
24,BC,1,POm,53,0.7609251181347958,1.8019170235231745,0.4029208954411906,2.4275823637622302,-0.027055328820701288,1.5166117723636932,0.422286436168413,-7.487857357616704,111.47136936187744
25,BC,1,POm,54,0.306183650051269,0.6081045634908482,0.13597631413933733,0.8833019627279519,0.053402474765245594,0.5621653184121208,0.5035049371996317,-5.959925330884783,69.01124418973923
26,BC,1,POm,55,-0.005207417824601279,1.0129682795741706,0.2265065932178857,1.0946731169279058,-0.4112896227203148,0.4387907385628426,-0.005140751126768118,-inf,80.06302508115769
27,BC,1,POm,56,-0.48123251273243606,0.7715127307236183,0.1725154911404501,1.0730235876837302,-0.7869412056192953,-0.13774273102104626,-0.6237518754629983,-inf,60.756408059597014
28,BC,1,POm,57,0.05462688473177021,0.19532398098412204,0.04367576991163731,0.25080641087829214,-0.028228627261210257,0.136871334423575,0.2796732098974106,-11.066982660482157,13.510135018825531
29,BC,1,POm,58,0.6027120692181247,1.057902442326213,0.23655417746044632,1.7048366349460915,0.14522880178601713,1.0536728550285686,0.5697236768759376,-4.886714630599672,69.9883055448532
30,BC,1,POm,59,-0.6329323220317518,0.6348315506359236,0.14195265014835248,0.7668165356363845,-0.8971103425137409,-0.36588000946321647,-0.9970082951890634,-inf,95.7230490207672
31,BC,1,POm,60,-0.34346219595750077,1.0526959895608259,0.23538997922994156,1.0270366295511089,-0.7743115317300123,0.1140955789391112,-0.32626912172505734,-inf,120.65800776481629
32,BC,1,POm,61,-0.650552759489931,0.6615184454122437,0.14792002123117606,0.8273993934842458,-0.9327632025545586,-0.37781512861656547,-0.983423461585445,-inf,69.50312684774399
33,BC,1,POm,62,0.1505062168015911,1.6670295777279363,0.3727591456302435,2.7165600399256675,-0.5941667180443001,0.8565775575412377,0.09028407102813513,-20.887777324806898,162.40103307962417
34,BC,10,POm,46,-0.040586020868919805,0.5802779530142081,0.12975409487841982,0.683165370313624,-0.29393851259784287,0.20047255664486457,-0.06994237960980408,-inf,276.7870991706848
35,BC,10,POm,47,-0.019289022607075525,0.34563112892719716,0.07728546994212068,0.4656377833754526,-0.1692205381189111,0.12721199131094163,-0.05580811736184363,-inf,306.6344776988029
36,BC,10,POm,48,0.06203407160628664,0.6587404672698409,0.14729884643453395,1.1346563309143658,-0.210916611077771,0.34776306562002757,0.09417073140107472,-20.52168113016016,204.03202397823333
37,BC,10,POm,49,-0.003960563371180559,0.21898618106339804,0.04896679869908352,0.20754118654000786,-0.0892398145201137,0.09643897767835276,-0.018085905475624272,-inf,64.98641406297683
38,BC,10,POm,50,0.32441868508274396,0.6653775795116927,0.14878294984924162,0.8000523563281483,0.056853387010474446,0.6089722267180222,0.4875708095256656,-6.239246062771587,238.1807825922966
39,BC,10,POm,51,0.5917582361674647,1.5738005847179215,0.3519125090458189,1.5642512052085351,-0.08779106934916357,1.271417883565502,0.3760058560872424,-8.496107822373917,399.72748696804047
40,BC,10,POm,52,0.24662683312843542,3.611382244690945,0.8075296191864731,3.967680928678199,-1.4321433557764442,1.7442854151169889,0.06829153393856298,-23.312662644278355,341.2557604908943
41,BC,10,POm,53,-0.5178283737419335,0.6092530870667302,0.13623313181828067,0.904475422511652,-0.7770547991140965,-0.26154157092516606,-0.8499396798053759,-inf,156.48736162185668
42,BC,10,POm,54,0.04655835215419764,0.3215405639142337,0.07189865584358424,0.49952949840337535,-0.08927504291141071,0.19399495285822574,0.1447977561133357,-16.784763364317094,82.37974767684936
43,BC,10,POm,55,-0.21064912348646841,0.386490305132182,0.08642185949201948,0.5498184444767791,-0.38187076489639543,-0.05702174829761668,-0.5450308085074091,-inf,148.50028736591338
44,BC,10,POm,56,0.07538512551336148,0.4356170843729446,0.09740694128181654,0.5886295601774876,-0.11038597766016438,0.2560955058147247,0.17305364784275093,-15.23638483334562,102.92961393594742
